,Gompertz,Logistic,Richards,Von-Bert,MMF
135,564.7071158,600.0013061,-4.15E-99,560.8958312,644.34294
136,569.0190008,603.3311988,-8.39E-100,565.7371001,650.1691141
137,573.3457971,606.675425,-1.69E-100,570.5903066,655.9842855
138,577.68742,610.0340004,-3.42E-101,575.4553113,661.7885149
139,582.0437844,613.4069402,-6.90E-102,580.331975,667.5818623
140,586.4148044,616.7942591,-1.39E-102,585.220159,673.3643867
141,590.8003935,620.195971,-2.81E-103,590.1197247,679.1361467
142,595.2004647,623.6120896,-5.68E-104,595.0305343,684.8972001
143,599.6149301,627.0426278,-1.15E-104,599.95245,690.6476037
144,604.0437014,630.4875981,-2.32E-105,604.8853345,696.387414
145,608.4866896,633.9470125,-4.68E-106,609.8290509,702.1166866
146,612.9438053,637.4208822,-9.44E-107,614.7834626,707.8354766
147,617.4149582,640.909218,-1.91E-107,619.7484337,713.5438381
148,621.9000577,644.4120301,-3.85E-108,624.7238282,719.241825
149,626.3990124,647.9293281,-7.77E-109,629.709511,724.9294903
150,630.9117307,651.461121,-1.57E-109,634.7053471,730.6068865
151,635.43812,655.0074172,-3.17E-110,639.711202,736.2740653
152,639.9780875,658.5682246,-6.39E-111,644.7269417,741.9310782
153,644.5315398,662.1435503,-1.29E-111,649.7524326,747.5779757
154,649.0983828,665.7334011,-2.61E-112,654.7875414,753.214808
155,653.6785222,669.3377828,-5.26E-113,659.8321355,758.8416246
156,658.271863,672.956701,-1.06E-113,664.8860824,764.4584745
157,662.8783098,676.5901603,-2.14E-114,669.9492504,770.0654063
158,667.4977665,680.2381649,-4.33E-115,675.0215081,775.6624678
159,672.1301369,683.9007182,-8.74E-116,680.1027244,781.2497064
160,676.775324,687.5778232,-1.77E-116,685.192769,786.8271691
